==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
   4193.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4194.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   4195.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   4196.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   4197.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   4198.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   4199.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4200.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4201.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4202.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4203.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4204.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4205.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4206.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4207.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4208.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4209.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4210.00          7.8230          8.2000          7.8000         -0.6000          0.0000          0.6000
   4211.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   4212.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   4213.00          7.9246          8.2000          7.8000         -1.4000          0.0000          1.4000
   4214.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4215.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4216.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4217.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4218.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4219.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4220.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4221.00          7.8026          7.8000          7.8000         -0.2000          0.0000          0.2000
   4222.00          7.8638          8.2000          7.8000         -1.0000          0.0000          1.0000
   4223.00          7.4243          7.8000          7.4000         -0.6000          0.0000          0.6000
   4224.00          7.4027          7.4000          7.4000          0.0000         -0.2000          0.2000
   4225.00          7.6158          7.8000          7.4000         -1.8000          0.0000          1.8000
   4226.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   4227.00          7.8230          8.2000          7.8000         -0.6000          0.0000          0.6000
   4228.00          7.7201          7.8000          7.4000         -2.2000          0.0000          2.2000
   4229.00          7.4027          7.4000          7.4000         -0.2000          0.0000          0.2000
   4230.00          7.7201          7.8000          7.4000          0.0000          2.2000          2.2000
   4231.00          7.6158          7.8000          7.4000         -1.8000          0.0000          1.8000
   4232.00          7.4243          7.8000          7.4000         -0.6000          0.0000          0.6000
